"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"INFY","EQ","11-Oct-2017","        935.45","        935.45","        938.00","        928.00","        930.60","        930.70","        932.27","    2991252","          2788647777.55","      95474"
"INFY","EQ","12-Oct-2017","        930.70","        930.00","        934.35","        919.55","        928.35","        927.30","        924.62","    5140486","          4753015819.85","     108653"
"INFY","EQ","13-Oct-2017","        927.30","        932.80","        933.50","        927.55","        929.05","        930.10","        929.70","    3590364","          3337968430.45","     104364"
"INFY","EQ","16-Oct-2017","        930.10","        935.95","        942.00","        933.00","        939.00","        939.00","        937.81","    2879375","          2700304305.65","      78589"
"INFY","EQ","17-Oct-2017","        939.00","        936.80","        936.80","        929.50","        930.75","        930.50","        932.11","    2812551","          2621611619.35","      77515"
"INFY","EQ","18-Oct-2017","        930.50","        928.90","        930.00","        922.95","        925.00","        924.35","        926.70","    3615926","          3350868643.10","      78889"
"INFY","EQ","19-Oct-2017","        924.35","        930.00","        932.00","        925.20","        927.75","        926.95","        927.39","     545717","           506094102.55","      13886"
"INFY","EQ","23-Oct-2017","        926.95","        930.00","        942.00","        928.10","        940.95","        939.50","        936.18","    4577048","          4284920339.60","     105211"
"INFY","EQ","24-Oct-2017","        939.50","        946.00","        946.65","        921.60","        924.35","        926.50","        933.61","    7264664","          6782341418.05","     117978"
"INFY","EQ","25-Oct-2017","        926.50","        919.00","        944.70","        915.25","        934.25","        935.30","        934.05","    6992067","          6530973259.65","     176833"
"INFY","EQ","26-Oct-2017","        935.30","        942.00","        951.80","        940.10","        948.55","        947.35","        946.46","   16829629","         15928597285.60","     144857"
"INFY","EQ","27-Oct-2017","        947.35","        955.00","        957.70","        944.00","        947.00","        946.35","        948.86","    4262478","          4044495152.20","     108092"
"INFY","EQ","30-Oct-2017","        946.35","        954.65","        954.65","        941.05","        943.90","        944.10","        946.96","    6484163","          6140238516.45","     120848"
"INFY","EQ","31-Oct-2017","        944.10","        925.00","        930.00","        920.00","        922.00","        921.85","        924.74","    4977494","          4602897345.35","      68301"
"INFY","EQ","01-Nov-2017","        921.85","        925.00","        929.40","        923.30","        926.00","        927.05","        925.92","    2816567","          2607904113.05","      59211"
"INFY","EQ","02-Nov-2017","        927.05","        923.05","        926.00","        920.00","        923.10","        922.90","        923.13","    2343069","          2162955678.45","      81286"
"INFY","EQ","03-Nov-2017","        922.90","        917.00","        929.90","        916.95","        926.80","        926.65","        926.37","    1849543","          1713353952.70","      51904"
"INFY","EQ","06-Nov-2017","        926.65","        923.15","        935.00","        922.65","        928.80","        928.70","        927.57","    2533267","          2349782381.05","      69707"
"INFY","EQ","07-Nov-2017","        928.70","        926.25","        960.00","        925.85","        955.35","        955.50","        951.18","    6721410","          6393285438.65","     145532"
"INFY","EQ","08-Nov-2017","        955.50","        960.25","        961.85","        947.50","        951.95","        952.30","        955.20","    2684997","          2564719195.45","      88636"
"INFY","EQ","09-Nov-2017","        952.30","        953.00","        963.00","        948.25","        954.00","        954.50","        954.92","    2361616","          2255155223.50","      67747"
"INFY","EQ","10-Nov-2017","        954.50","        958.80","        964.35","        950.00","        963.50","        962.05","        959.46","    3294714","          3161144505.05","      63848"
"INFY","EQ","13-Nov-2017","        962.05","        962.05","        969.40","        949.35","        952.55","        951.95","        958.24","    2510608","          2405762223.40","      58964"
"INFY","EQ","14-Nov-2017","        951.95","        951.95","        954.85","        943.25","        949.10","        949.10","        948.44","    2866855","          2719052888.00","      74967"
"INFY","EQ","15-Nov-2017","        949.10","        945.15","        953.50","        944.50","        950.75","        951.80","        950.67","    3511758","          3338522493.90","      98311"
"INFY","EQ","16-Nov-2017","        951.80","        951.80","        995.90","        948.50","        989.95","        988.40","        978.58","    7843751","          7675734064.95","     224690"
"INFY","EQ","17-Nov-2017","        988.40","        985.50","        985.50","        965.15","        965.50","        970.95","        974.04","    4028835","          3924263396.45","     178425"
"INFY","EQ","20-Nov-2017","        970.95","        969.00","        971.00","        957.25","        960.95","        960.55","        961.63","    2830595","          2721971565.80","      66198"
"INFY","EQ","21-Nov-2017","        960.55","        961.30","        971.50","        960.05","        965.50","        966.25","        966.87","    2682328","          2593469144.45","      74479"
"INFY","EQ","22-Nov-2017","        966.25","        966.60","        971.05","        963.30","        965.30","        966.30","        966.54","    3042460","          2940669552.80","      57418"
"INFY","EQ","23-Nov-2017","        966.30","        971.50","        994.45","        969.00","        991.15","        991.25","        984.70","    5947309","          5856291707.60","     141525"
"INFY","EQ","24-Nov-2017","        991.25","        990.90","       1019.30","        990.20","       1008.00","       1009.55","       1010.09","    9309956","          9403912991.65","     180427"
"INFY","EQ","27-Nov-2017","       1009.55","       1006.70","       1006.70","        993.30","        996.55","        998.75","        997.92","    3008865","          3002607597.65","      75428"
"INFY","EQ","28-Nov-2017","        998.75","        994.40","        999.90","        981.30","        982.15","        984.70","        988.73","    2308434","          2282406445.85","      61722"
"INFY","EQ","29-Nov-2017","        984.70","        987.65","        991.95","        980.30","        983.50","        982.70","        984.37","    1919035","          1889032575.75","      50324"
"INFY","EQ","30-Nov-2017","        982.70","        989.45","        989.45","        968.35","        972.50","        976.10","        978.17","    8633472","          8445010644.15","     126288"
"INFY","EQ","01-Dec-2017","        976.10","        979.40","        983.20","        957.05","        960.00","        958.80","        966.26","    2042500","          1973590610.45","      49881"
"INFY","EQ","04-Dec-2017","        958.80","        980.00","        996.80","        968.55","        984.40","        985.35","        985.73","    8905803","          8778677870.85","     150296"
"INFY","EQ","05-Dec-2017","        985.35","        985.35","       1003.00","        979.00","        984.30","        984.35","        990.92","    4988369","          4943095295.60","     106371"
"INFY","EQ","06-Dec-2017","        984.35","        985.00","        994.10","        984.00","        987.80","        990.30","        989.37","    3745047","          3705251090.15","     121883"
"INFY","EQ","07-Dec-2017","        990.30","        989.00","       1002.90","        985.60","        999.85","        999.80","        995.95","    3774772","          3759492031.70","     106502"
"INFY","EQ","08-Dec-2017","        999.80","       1001.00","       1007.00","        995.00","        999.40","       1001.85","       1002.25","    2991622","          2998343941.10","     109714"
"INFY","EQ","11-Dec-2017","       1001.85","        994.95","       1006.90","        993.95","       1005.40","       1005.30","       1000.75","    2569549","          2571485667.20","      64951"
"INFY","EQ","12-Dec-2017","       1005.30","       1002.00","       1014.00","       1002.00","       1010.50","       1010.50","       1009.41","    4660217","          4704066529.00","     125676"
"INFY","EQ","13-Dec-2017","       1010.50","       1010.90","       1019.00","        997.65","       1005.00","       1003.75","       1010.55","    2681199","          2709482013.30","      89418"
"INFY","EQ","14-Dec-2017","       1003.75","       1005.25","       1015.00","        999.30","       1012.30","       1013.10","       1010.36","    3011786","          3042976537.00","      97393"
"INFY","EQ","15-Dec-2017","       1013.10","       1013.00","       1026.40","       1011.85","       1019.00","       1022.90","       1019.21","    5192067","          5291809164.55","     117970"
"INFY","EQ","18-Dec-2017","       1022.90","       1011.90","       1030.70","       1005.80","       1014.00","       1016.60","       1019.42","    2017724","          2056905714.55","      67395"
"INFY","EQ","19-Dec-2017","       1016.60","       1017.45","       1017.95","        999.55","       1006.65","       1003.95","       1007.23","    3559449","          3585173633.40","      87491"
"INFY","EQ","20-Dec-2017","       1003.95","       1005.10","       1018.60","       1001.00","       1016.35","       1015.85","       1011.09","    2093163","          2116374406.90","      68366"
"INFY","EQ","21-Dec-2017","       1015.85","       1014.80","       1028.95","        998.40","       1021.50","       1022.05","       1014.97","    5529581","          5612359298.45","     132258"
"INFY","EQ","22-Dec-2017","       1022.05","       1016.00","       1044.80","       1016.00","       1037.85","       1039.35","       1035.23","    6453470","          6680838537.95","     148038"
"INFY","EQ","26-Dec-2017","       1039.35","       1030.00","       1041.50","       1023.00","       1035.00","       1035.60","       1034.88","    5404453","          5592980614.45","     137301"
"INFY","EQ","27-Dec-2017","       1035.60","       1028.00","       1039.10","       1027.40","       1034.00","       1034.25","       1034.00","    3485086","          3603591314.75","     101607"
"INFY","EQ","28-Dec-2017","       1034.25","       1030.00","       1040.00","       1023.80","       1030.00","       1033.25","       1034.41","    4216736","          4361825789.15","     107124"
"INFY","EQ","29-Dec-2017","       1033.25","       1030.10","       1048.80","       1030.00","       1041.25","       1042.05","       1041.38","    3300884","          3437461626.40","      83693"
"INFY","EQ","01-Jan-2018","       1042.05","       1037.70","       1044.50","       1030.00","       1032.15","       1033.55","       1036.23","    2715670","          2814045584.35","      65839"
"INFY","EQ","02-Jan-2018","       1033.55","       1037.25","       1042.00","       1023.00","       1028.30","       1029.70","       1031.43","    3056124","          3152175058.55","     122157"
"INFY","EQ","03-Jan-2018","       1029.70","       1028.50","       1031.60","       1018.60","       1022.00","       1021.30","       1022.55","    3423276","          3500475318.80","     132588"
"INFY","EQ","04-Jan-2018","       1021.30","       1021.00","       1021.00","       1009.60","       1015.00","       1015.40","       1014.48","    4473807","          4538566058.10","      81236"
"INFY","EQ","05-Jan-2018","       1015.40","       1015.30","       1026.40","       1006.00","       1014.25","       1012.00","       1012.92","    5512988","          5584193773.75","     134727"
"INFY","EQ","08-Jan-2018","       1012.00","       1024.90","       1039.00","       1020.05","       1035.20","       1036.05","       1029.31","    2797345","          2879337346.20","      73704"
"INFY","EQ","09-Jan-2018","       1036.05","       1040.00","       1044.90","       1028.90","       1039.00","       1041.35","       1036.46","    4974118","          5155470378.90","     119611"
"INFY","EQ","10-Jan-2018","       1041.35","       1046.80","       1056.00","       1033.05","       1053.00","       1052.25","       1043.96","    4734317","          4942421495.65","     100562"
"INFY","EQ","11-Jan-2018","       1052.25","       1055.25","       1083.40","       1055.25","       1076.50","       1075.80","       1069.86","    8387735","          8973696876.15","     134085"
"INFY","EQ","12-Jan-2018","       1075.80","       1085.80","       1085.90","       1070.55","       1078.65","       1078.45","       1077.02","    9008264","          9702068540.55","     138377"
"INFY","EQ","15-Jan-2018","       1078.45","       1080.00","       1092.95","       1065.10","       1081.00","       1081.15","       1080.89","    5324625","          5755343848.60","     132189"
"INFY","EQ","16-Jan-2018","       1081.15","       1081.25","       1134.80","       1081.25","       1125.00","       1122.85","       1116.71","   11323483","         12645064683.75","     222629"
"INFY","EQ","17-Jan-2018","       1122.85","       1124.85","       1161.80","       1123.00","       1148.00","       1152.10","       1150.95","   13077044","         15051075122.95","     331838"
"INFY","EQ","18-Jan-2018","       1152.10","       1145.00","       1164.90","       1132.10","       1152.00","       1152.70","       1148.19","    6602485","          7580886446.15","     148758"
"INFY","EQ","19-Jan-2018","       1152.70","       1145.00","       1147.90","       1136.00","       1145.90","       1143.45","       1142.09","    2994139","          3419578449.60","     104184"
"INFY","EQ","22-Jan-2018","       1143.45","       1132.15","       1156.95","       1132.00","       1148.10","       1150.00","       1144.31","    4825107","          5521427259.10","     136884"
"INFY","EQ","23-Jan-2018","       1150.00","       1155.00","       1188.00","       1155.00","       1176.00","       1177.10","       1176.85","    7701898","          9063945901.15","     178542"
"INFY","EQ","24-Jan-2018","       1177.10","       1174.80","       1221.05","       1167.50","       1182.85","       1185.80","       1195.52","   10302359","         12316700909.55","     204464"
"INFY","EQ","25-Jan-2018","       1185.80","       1182.00","       1183.40","       1162.25","       1173.70","       1175.40","       1171.54","    6774457","          7936550004.00","     137327"
"INFY","EQ","29-Jan-2018","       1175.40","       1166.55","       1196.25","       1165.20","       1180.55","       1182.90","       1185.12","    5411501","          6413293459.50","     188700"
"INFY","EQ","30-Jan-2018","       1182.90","       1178.90","       1183.10","       1162.70","       1168.00","       1170.65","       1169.32","    4314156","          5044647006.50","     139977"
"INFY","EQ","31-Jan-2018","       1170.65","       1159.15","       1166.60","       1142.15","       1149.10","       1150.25","       1153.93","    4606849","          5315999681.30","     118772"
"INFY","EQ","01-Feb-2018","       1150.25","       1142.20","       1157.90","       1118.55","       1144.00","       1144.60","       1141.19","    6502727","          7420853135.00","     147460"
"INFY","EQ","02-Feb-2018","       1144.60","       1135.25","       1162.90","       1130.10","       1145.30","       1143.25","       1144.88","    5122243","          5864360399.80","     112441"
"INFY","EQ","05-Feb-2018","       1143.25","       1140.00","       1154.85","       1135.85","       1139.90","       1138.20","       1143.33","    4930110","          5636743205.35","     146880"
"INFY","EQ","06-Feb-2018","       1138.20","       1099.95","       1128.35","       1095.15","       1111.40","       1107.75","       1113.87","    5276039","          5876800708.65","     136315"
"INFY","EQ","07-Feb-2018","       1107.75","       1116.00","       1124.80","       1103.55","       1108.00","       1109.05","       1113.49","    4171028","          4644378627.35","     147324"
"INFY","EQ","08-Feb-2018","       1109.05","       1122.80","       1146.40","       1116.55","       1133.00","       1134.25","       1138.52","    4403622","          5013613141.40","     105295"
"INFY","EQ","09-Feb-2018","       1134.25","       1118.00","       1120.30","       1106.00","       1112.00","       1109.15","       1112.64","    2191345","          2438184785.65","      88836"
"INFY","EQ","12-Feb-2018","       1109.15","       1114.80","       1120.60","       1097.80","       1101.00","       1102.80","       1106.85","    3145986","          3482147219.55","      52343"
"INFY","EQ","14-Feb-2018","       1102.80","       1106.00","       1117.30","       1090.20","       1091.00","       1097.75","       1106.89","    4172856","          4618905280.35","     113292"
"INFY","EQ","15-Feb-2018","       1097.75","       1103.00","       1129.70","       1103.00","       1113.50","       1114.45","       1118.96","    3993368","          4468413992.95","      99941"
"INFY","EQ","16-Feb-2018","       1114.45","       1125.00","       1141.65","       1118.10","       1124.65","       1128.05","       1128.32","    4944611","          5579126434.35","     108882"
"INFY","EQ","19-Feb-2018","       1128.05","       1128.40","       1136.00","       1120.30","       1134.20","       1131.75","       1129.16","    3230920","          3648227633.25","      83364"
"INFY","EQ","20-Feb-2018","       1131.75","       1103.75","       1149.50","       1103.75","       1135.00","       1136.95","       1141.14","    3594297","          4101611224.80","      97878"
"INFY","EQ","21-Feb-2018","       1136.95","       1147.50","       1151.90","       1140.00","       1145.00","       1147.40","       1146.98","    6885679","          7897738207.20","     169230"
"INFY","EQ","22-Feb-2018","       1147.40","       1145.55","       1164.00","       1140.45","       1159.00","       1160.75","       1157.22","    8929987","         10333995037.10","     151810"
"INFY","EQ","23-Feb-2018","       1160.75","       1163.50","       1166.00","       1146.75","       1154.40","       1155.65","       1158.08","    4729914","          5477635155.05","     128746"
"INFY","EQ","26-Feb-2018","       1155.65","       1151.00","       1155.05","       1134.35","       1139.95","       1138.60","       1142.81","    2541804","          2904793409.75","      76083"
"INFY","EQ","27-Feb-2018","       1138.60","       1144.95","       1153.65","       1125.65","       1147.70","       1150.20","       1139.08","    3308013","          3768101538.50","     140175"
"INFY","EQ","28-Feb-2018","       1150.20","       1147.60","       1189.50","       1142.55","       1169.85","       1172.60","       1172.09","    8634208","         10120034869.50","     229051"
"INFY","EQ","01-Mar-2018","       1172.60","       1169.60","       1169.60","       1156.05","       1160.25","       1160.75","       1161.83","    3289926","          3822336358.20","      95568"
"INFY","EQ","05-Mar-2018","       1160.75","       1160.75","       1170.80","       1143.25","       1159.70","       1155.90","       1158.68","    4050728","          4693511961.40","     150137"
"INFY","EQ","06-Mar-2018","       1155.90","       1162.55","       1165.40","       1143.60","       1146.25","       1151.35","       1157.61","    3344867","          3872054670.15","     123734"
"INFY","EQ","07-Mar-2018","       1151.35","       1155.00","       1160.00","       1138.05","       1147.80","       1144.10","       1148.31","    3185208","          3657594847.95","      91049"
"INFY","EQ","08-Mar-2018","       1144.10","       1149.00","       1165.80","       1149.00","       1158.00","       1156.65","       1158.61","    3046507","          3529721779.15","     110975"
"INFY","EQ","09-Mar-2018","       1156.65","       1162.35","       1166.00","       1155.55","       1164.00","       1163.40","       1162.36","    2110482","          2453138902.30","      83674"
"INFY","EQ","12-Mar-2018","       1163.40","       1176.00","       1191.85","       1171.75","       1184.00","       1185.75","       1186.26","    3838485","          4553456408.55","      82530"
"INFY","EQ","13-Mar-2018","       1185.75","       1180.20","       1197.00","       1175.15","       1182.00","       1183.80","       1187.19","    4290526","          5093652781.45","     101093"
"INFY","EQ","14-Mar-2018","       1183.80","       1180.00","       1190.60","       1169.10","       1181.10","       1180.80","       1180.26","    2214855","          2614111789.60","      54069"
"INFY","EQ","15-Mar-2018","       1180.80","       1180.00","       1188.40","       1172.00","       1181.90","       1182.50","       1180.88","    3050750","          3602569982.25","      49232"
"INFY","EQ","16-Mar-2018","       1182.50","       1182.00","       1182.40","       1169.25","       1170.00","       1171.90","       1172.96","    8977413","         10530177258.40","     156251"
"INFY","EQ","19-Mar-2018","       1171.90","       1164.00","       1180.50","       1142.65","       1148.00","       1146.75","       1156.94","    3763310","          4353937861.65","     114366"
"INFY","EQ","20-Mar-2018","       1146.75","       1148.60","       1170.00","       1148.60","       1164.55","       1164.55","       1159.74","    4276883","          4960076507.65","     111232"
"INFY","EQ","21-Mar-2018","       1164.55","       1170.00","       1175.50","       1162.20","       1166.20","       1167.50","       1171.53","    3846497","          4506270593.40","     121529"
"INFY","EQ","22-Mar-2018","       1167.50","       1164.50","       1177.45","       1155.30","       1156.00","       1161.30","       1167.57","    3406584","          3977430906.00","      82774"
"INFY","EQ","23-Mar-2018","       1161.30","       1147.00","       1173.80","       1142.35","       1165.00","       1167.60","       1164.59","    6004042","          6992254285.45","     117145"
"INFY","EQ","26-Mar-2018","       1167.60","       1166.90","       1166.90","       1144.00","       1155.60","       1155.25","       1153.17","    4465361","          5149317138.80","     101964"
"INFY","EQ","27-Mar-2018","       1155.25","       1160.00","       1161.30","       1150.10","       1152.10","       1154.00","       1154.45","    1901044","          2194657345.75","      67860"
"INFY","EQ","28-Mar-2018","       1154.00","       1150.75","       1150.75","       1126.25","       1140.00","       1131.80","       1136.18","    6279161","          7134252850.65","     118878"
"INFY","EQ","02-Apr-2018","       1131.80","       1141.00","       1149.55","       1121.30","       1136.70","       1137.15","       1135.86","    4036351","          4584716919.60","     142078"
"INFY","EQ","03-Apr-2018","       1137.15","       1134.70","       1143.55","       1128.10","       1139.40","       1140.45","       1135.21","    2038584","          2314226757.45","     114034"
"INFY","EQ","04-Apr-2018","       1140.45","       1144.00","       1144.55","       1120.00","       1122.70","       1124.20","       1131.81","    2406651","          2723878712.95","     137029"
"INFY","EQ","05-Apr-2018","       1124.20","       1139.55","       1151.30","       1129.10","       1146.05","       1147.55","       1140.71","    3881772","          4427993459.70","     101745"
"INFY","EQ","06-Apr-2018","       1147.55","       1143.00","       1146.00","       1122.10","       1127.55","       1127.00","       1128.81","    2968871","          3351285043.15","     137277"
"INFY","EQ","09-Apr-2018","       1127.00","       1125.00","       1125.80","       1106.55","       1111.45","       1111.25","       1113.12","    3601441","          4008832076.50","     171118"
"INFY","EQ","10-Apr-2018","       1111.25","       1112.00","       1124.50","       1105.40","       1114.65","       1113.40","       1115.77","    4463029","          4979728694.75","     144468"
"INFY","EQ","11-Apr-2018","       1113.40","       1118.00","       1131.50","       1116.50","       1124.50","       1124.25","       1124.78","    4512787","          5075891572.85","     102586"
"INFY","EQ","12-Apr-2018","       1124.25","       1129.45","       1172.75","       1125.00","       1164.05","       1162.60","       1157.71","    8522183","          9866189146.65","     216130"
"INFY","EQ","13-Apr-2018","       1162.60","       1174.00","       1185.90","       1150.25","       1168.00","       1171.45","       1172.37","   10613519","         12442924999.05","     180965"
"INFY","EQ","16-Apr-2018","       1171.45","       1102.00","       1140.00","       1102.00","       1134.50","       1133.20","       1125.66","   12372542","         13927236192.55","     201992"
"INFY","EQ","17-Apr-2018","       1133.20","       1127.00","       1127.40","       1115.00","       1124.65","       1125.20","       1121.63","    5198970","          5831317995.90","     203792"
"INFY","EQ","18-Apr-2018","       1125.20","       1122.85","       1134.75","       1113.85","       1125.95","       1125.95","       1124.27","    5215190","          5863305787.10","     121114"
"INFY","EQ","19-Apr-2018","       1125.95","       1124.00","       1139.80","       1123.10","       1133.40","       1132.85","       1132.61","    4262771","          4828035903.70","     119470"
"INFY","EQ","20-Apr-2018","       1132.85","       1139.00","       1193.70","       1136.95","       1179.65","       1178.45","       1171.78","   12136346","         14221070741.95","     213680"
"INFY","EQ","23-Apr-2018","       1178.45","       1168.00","       1214.40","       1155.25","       1185.95","       1187.70","       1186.79","   10915319","         12954180381.05","     190031"
"INFY","EQ","24-Apr-2018","       1187.70","       1185.00","       1196.40","       1150.10","       1154.25","       1154.50","       1168.64","    4263108","          4982039811.20","      87918"
"INFY","EQ","25-Apr-2018","       1154.50","       1152.00","       1171.00","       1145.20","       1155.95","       1160.35","       1160.85","    5797089","          6729546264.95","     122892"
"INFY","EQ","26-Apr-2018","       1160.35","       1174.00","       1181.65","       1160.00","       1177.05","       1176.45","       1172.76","    5651042","          6627322945.00","     120489"
"INFY","EQ","27-Apr-2018","       1176.45","       1180.00","       1191.60","       1174.20","       1184.65","       1185.20","       1183.90","    3831685","          4536321753.30","     103259"
"INFY","EQ","30-Apr-2018","       1185.20","       1181.70","       1207.95","       1180.65","       1199.95","       1199.50","       1199.78","    2755839","          3306404000.25","      80599"
"INFY","EQ","02-May-2018","       1199.50","       1198.90","       1201.60","       1181.00","       1192.10","       1197.05","       1192.72","    5147521","          6139572652.50","      98610"
"INFY","EQ","03-May-2018","       1197.05","       1197.25","       1204.70","       1176.10","       1178.00","       1182.55","       1195.66","    2666115","          3187761546.30","     114003"
"INFY","EQ","04-May-2018","       1182.55","       1185.00","       1186.00","       1155.00","       1169.60","       1173.10","       1165.50","    3011684","          3510129248.85","      92619"
"INFY","EQ","07-May-2018","       1173.10","       1181.25","       1190.00","       1175.50","       1184.00","       1183.00","       1181.67","    2319480","          2740857604.55","      66189"
"INFY","EQ","08-May-2018","       1183.00","       1177.90","       1177.90","       1161.05","       1167.50","       1165.55","       1167.51","    2859278","          3338246179.35","     121067"
"INFY","EQ","09-May-2018","       1165.55","       1167.50","       1176.90","       1163.00","       1172.00","       1170.70","       1169.95","    1891752","          2213260046.80","      50914"
"INFY","EQ","10-May-2018","       1170.70","       1176.00","       1183.00","       1162.85","       1170.00","       1168.00","       1173.06","    1591431","          1866843839.75","      55801"
"INFY","EQ","11-May-2018","       1168.00","       1172.30","       1183.20","       1166.05","       1180.60","       1180.75","       1174.30","    1655853","          1944465077.45","      51911"
"INFY","EQ","14-May-2018","       1180.75","       1184.35","       1191.50","       1170.00","       1190.50","       1189.30","       1184.18","    2216047","          2624191630.90","     118716"
"INFY","EQ","15-May-2018","       1189.30","       1188.10","       1208.00","       1188.10","       1195.20","       1194.55","       1196.60","    2805987","          3357654925.05","     169798"
"INFY","EQ","16-May-2018","       1194.55","       1187.25","       1198.00","       1184.50","       1190.70","       1189.95","       1191.85","    3102502","          3697718119.85","      80951"
"INFY","EQ","17-May-2018","       1189.95","       1196.00","       1197.45","       1173.55","       1180.00","       1182.90","       1186.19","    4759799","          5646033905.60","     108694"
"INFY","EQ","18-May-2018","       1182.90","       1183.00","       1186.55","       1173.00","       1180.00","       1183.20","       1181.08","    3569830","          4216242216.60","     118691"
"INFY","EQ","21-May-2018","       1183.20","       1179.55","       1188.40","       1170.00","       1183.20","       1179.50","       1182.21","    4237660","          5009804969.80","      94593"
"INFY","EQ","22-May-2018","       1179.50","       1175.00","       1198.00","       1173.90","       1195.00","       1193.85","       1189.56","    2818402","          3352664149.55","      92075"
"INFY","EQ","23-May-2018","       1193.85","       1195.00","       1207.65","       1181.50","       1182.95","       1184.90","       1198.40","    4769221","          5715433183.90","     155510"
"INFY","EQ","24-May-2018","       1184.90","       1198.00","       1227.55","       1198.00","       1220.00","       1221.00","       1217.23","    4870285","          5928236189.95","     115622"
"INFY","EQ","25-May-2018","       1221.00","       1230.10","       1248.65","       1220.80","       1229.55","       1228.30","       1239.09","    4450719","          5514861307.65","     165203"
"INFY","EQ","28-May-2018","       1228.30","       1231.00","       1232.60","       1206.00","       1212.10","       1214.40","       1218.07","    2869897","          3495734649.05","     114363"
"INFY","EQ","29-May-2018","       1214.40","       1214.05","       1226.55","       1206.20","       1219.90","       1216.70","       1214.01","    1694467","          2057107218.10","      97963"
"INFY","EQ","30-May-2018","       1216.70","       1217.00","       1228.75","       1205.60","       1210.40","       1211.70","       1214.64","    3161533","          3840109182.00","     113600"
"INFY","EQ","31-May-2018","       1211.70","       1211.70","       1242.00","       1210.25","       1238.00","       1231.80","       1230.20","    9860170","         12129968289.30","     163732"
"INFY","EQ","01-Jun-2018","       1231.80","       1230.40","       1246.25","       1217.20","       1222.20","       1220.80","       1229.79","    2499178","          3073466730.70","      81969"
"INFY","EQ","04-Jun-2018","       1220.80","       1221.10","       1243.00","       1212.00","       1241.00","       1239.40","       1233.14","    2135078","          2632848474.10","      69180"
"INFY","EQ","05-Jun-2018","       1239.40","       1242.00","       1242.00","       1217.00","       1218.85","       1220.85","       1226.49","    2355431","          2888924171.60","      85171"
"INFY","EQ","06-Jun-2018","       1220.85","       1225.20","       1241.55","       1220.05","       1238.10","       1237.45","       1234.18","    2019092","          2491929869.55","      98002"
"INFY","EQ","07-Jun-2018","       1237.45","       1238.00","       1258.00","       1238.00","       1249.30","       1252.45","       1252.57","    3338113","          4181210252.15","     106204"
"INFY","EQ","08-Jun-2018","       1252.45","       1248.00","       1262.00","       1246.05","       1258.80","       1260.05","       1257.48","    3229939","          4061574692.05","     146437"
"INFY","EQ","11-Jun-2018","       1260.05","       1265.55","       1270.00","       1255.05","       1261.00","       1262.40","       1262.71","    2585645","          3264923421.00","      94087"
"INFY","EQ","12-Jun-2018","       1262.40","       1265.75","       1271.25","       1250.45","       1259.00","       1258.50","       1258.01","    3919910","          4931300156.35","      90357"
"INFY","EQ","13-Jun-2018","       1258.50","       1266.80","       1284.00","       1266.80","       1275.00","       1274.80","       1275.20","    2883464","          3676982073.80","     110178"
"INFY","EQ","14-Jun-2018","       1274.80","       1253.00","       1253.00","       1234.10","       1240.00","       1239.70","       1242.78","    3799424","          4721843710.85","     142371"
"INFY","EQ","15-Jun-2018","       1239.70","       1237.00","       1291.50","       1235.00","       1288.80","       1281.25","       1267.10","    9978880","         12644285283.80","     156513"
"INFY","EQ","18-Jun-2018","       1281.25","       1284.00","       1291.25","       1262.35","       1264.50","       1267.40","       1273.18","    4107423","          5229499470.65","     127326"
"INFY","EQ","19-Jun-2018","       1267.40","       1263.00","       1263.40","       1238.05","       1242.00","       1241.60","       1244.36","    3772850","          4694786854.10","     148052"
"INFY","EQ","20-Jun-2018","       1241.60","       1248.50","       1252.35","       1238.00","       1241.45","       1243.15","       1245.07","    2685901","          3344140003.85","      92693"
"INFY","EQ","21-Jun-2018","       1243.15","       1245.95","       1256.50","       1236.00","       1246.55","       1246.55","       1247.63","    2899395","          3617383650.80","     138481"
"INFY","EQ","22-Jun-2018","       1246.55","       1243.00","       1255.50","       1241.20","       1246.40","       1247.85","       1249.94","    2171559","          2714312669.80","      91644"
"INFY","EQ","25-Jun-2018","       1247.85","       1257.15","       1278.80","       1254.00","       1269.70","       1272.45","       1271.05","    3865589","          4913363829.80","     137153"
"INFY","EQ","26-Jun-2018","       1272.45","       1269.00","       1283.90","       1266.25","       1280.05","       1277.85","       1277.24","    2241752","          2863258907.05","     102746"
"INFY","EQ","27-Jun-2018","       1277.85","       1283.95","       1293.45","       1265.60","       1271.50","       1270.00","       1281.92","    3476071","          4456049392.90","     107138"
"INFY","EQ","28-Jun-2018","       1270.00","       1276.30","       1298.00","       1276.25","       1284.30","       1289.60","       1290.08","    5498409","          7093380058.90","     159341"
"INFY","EQ","29-Jun-2018","       1289.60","       1298.05","       1315.00","       1283.25","       1310.65","       1307.20","       1298.31","    4983300","          6469891050.00","     164216"
"INFY","EQ","02-Jul-2018","       1307.20","       1314.00","       1340.00","       1314.00","       1337.80","       1334.70","       1325.09","    2415072","          3200195813.50","      80512"
"INFY","EQ","03-Jul-2018","       1334.70","       1331.90","       1357.90","       1331.75","       1355.50","       1353.75","       1347.06","    4063726","          5474101848.85","     140810"
